system:index,NDVI,date,doy,latitude,longitude,year,.geo
2023_01_01_23,0.24055414,2023-01-01,0,41.394860255431816,-73.95362870212803,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95362870212803,41.394860255431816]}"
2023_01_01_24,-0.1612284,2023-01-01,0,41.394860255431816,-73.94763459329377,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94763459329377,41.394860255431816]}"
2023_01_01_25,0.5442609,2023-01-01,0,41.394860255431816,-73.94164048445954,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94164048445954,41.394860255431816]}"
2023_01_01_26,0.5442609,2023-01-01,0,41.394860255431816,-73.93564637562528,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93564637562528,41.394860255431816]}"
2023_01_01_27,0.53250897,2023-01-01,0,41.394860255431816,-73.92965226679102,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92965226679102,41.394860255431816]}"
2023_01_01_28,0.5264826,2023-01-01,0,41.394860255431816,-73.92365815795677,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92365815795677,41.394860255431816]}"
2023_01_01_29,0.4710145,2023-01-01,0,41.394860255431816,-73.91766404912252,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91766404912252,41.394860255431816]}"
2023_01_01_30,0.4710145,2023-01-01,0,41.394860255431816,-73.91166994028828,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91166994028828,41.394860255431816]}"
2023_01_01_31,0.47375935,2023-01-01,0,41.394860255431816,-73.90567583145402,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90567583145402,41.394860255431816]}"
2023_01_01_32,0.5116773,2023-01-01,0,41.39036365247051,-73.99646291921579,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99646291921579,41.39036365247051]}"
2023_01_01_33,0.567096,2023-01-01,0,41.39036365247051,-73.99046922499114,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99046922499114,41.39036365247051]}"
2023_01_01_34,0.567096,2023-01-01,0,41.39036365247051,-73.9844755307665,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9844755307665,41.39036365247051]}"
2023_01_01_35,0.49053147,2023-01-01,0,41.39036365247051,-73.97848183654185,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97848183654185,41.39036365247051]}"
2023_01_01_36,0.3537118,2023-01-01,0,41.39036365247051,-73.9724881423172,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9724881423172,41.39036365247051]}"
2023_01_01_37,0.3537118,2023-01-01,0,41.39036365247051,-73.96649444809258,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96649444809258,41.39036365247051]}"
2023_01_01_38,0.27110228,2023-01-01,0,41.39036365247051,-73.96050075386792,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96050075386792,41.39036365247051]}"
2023_01_01_39,0.040882543,2023-01-01,0,41.39036365247051,-73.95450705964328,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95450705964328,41.39036365247051]}"
2023_01_01_40,0.2955145,2023-01-01,0,41.39036365247051,-73.94851336541862,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94851336541862,41.39036365247051]}"
2023_01_01_41,0.2955145,2023-01-01,0,41.39036365247051,-73.94251967119399,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94251967119399,41.39036365247051]}"
2023_01_01_42,0.5442609,2023-01-01,0,41.39036365247051,-73.93652597696935,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93652597696935,41.39036365247051]}"
2023_01_01_43,0.5554708,2023-01-01,0,41.39036365247051,-73.93053228274471,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93053228274471,41.39036365247051]}"
2023_01_01_44,0.5449146,2023-01-01,0,41.39036365247051,-73.92453858852005,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92453858852005,41.39036365247051]}"
2023_01_01_45,0.49074075,2023-01-01,0,41.39036365247051,-73.91854489429541,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91854489429541,41.39036365247051]}"
2023_01_01_46,0.49074075,2023-01-01,0,41.39036365247051,-73.91255120007077,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91255120007077,41.39036365247051]}"
2023_01_01_47,0.4749125,2023-01-01,0,41.39036365247051,-73.90655750584612,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90655750584612,41.39036365247051]}"
2023_01_01_48,0.49939343,2023-01-01,0,41.39036365247051,-73.90056381162148,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90056381162148,41.39036365247051]}"
2023_01_01_49,0.54852474,2023-01-01,0,41.385867049509216,-73.9973387090949,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9973387090949,41.385867049509216]}"
2023_01_01_50,0.54852474,2023-01-01,0,41.385867049509216,-73.9913454293856,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9913454293856,41.385867049509216]}"
2023_01_01_51,0.5312748,2023-01-01,0,41.385867049509216,-73.9853521496763,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9853521496763,41.385867049509216]}"
2023_01_01_52,0.47387552,2023-01-01,0,41.385867049509216,-73.979358869967,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.979358869967,41.385867049509216]}"
2023_01_01_53,0.4069828,2023-01-01,0,41.385867049509216,-73.9733655902577,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9733655902577,41.385867049509216]}"
2023_01_01_54,0.38156682,2023-01-01,0,41.385867049509216,-73.9673723105484,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9673723105484,41.385867049509216]}"
2023_01_01_55,0.22209165,2023-01-01,0,41.385867049509216,-73.9613790308391,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9613790308391,41.385867049509216]}"
2023_01_01_56,0.03566122,2023-01-01,0,41.385867049509216,-73.95538575112981,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95538575112981,41.385867049509216]}"
2023_01_01_57,0.03566122,2023-01-01,0,41.385867049509216,-73.94939247142051,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94939247142051,41.385867049509216]}"
2023_01_01_58,0.47789472,2023-01-01,0,41.385867049509216,-73.94339919171121,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94339919171121,41.385867049509216]}"
2023_01_01_59,0.512324,2023-01-01,0,41.385867049509216,-73.93740591200189,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93740591200189,41.385867049509216]}"
2023_01_01_60,0.5100514,2023-01-01,0,41.385867049509216,-73.93141263229259,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93141263229259,41.385867049509216]}"
2023_01_01_61,0.521197,2023-01-01,0,41.385867049509216,-73.9254193525833,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9254193525833,41.385867049509216]}"
2023_01_01_62,0.521197,2023-01-01,0,41.385867049509216,-73.919426072874,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.919426072874,41.385867049509216]}"
2023_01_01_63,0.5514459,2023-01-01,0,41.385867049509216,-73.91343279316469,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91343279316469,41.385867049509216]}"
2023_01_01_64,0.49109414,2023-01-01,0,41.385867049509216,-73.9074395134554,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9074395134554,41.385867049509216]}"
2023_01_01_65,0.49194232,2023-01-01,0,41.385867049509216,-73.9014462337461,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9014462337461,41.385867049509216]}"
2023_01_01_66,0.4597285,2023-01-01,0,41.38137044654792,-73.99821483358342,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99821483358342,41.38137044654792]}"
2023_01_01_67,0.44520912,2023-01-01,0,41.38137044654792,-73.99222196829523,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99222196829523,41.38137044654792]}"
2023_01_01_68,0.49396652,2023-01-01,0,41.38137044654792,-73.98622910300703,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98622910300703,41.38137044654792]}"
2023_01_01_69,0.45604873,2023-01-01,0,41.38137044654792,-73.98023623771884,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98023623771884,41.38137044654792]}"
2023_01_01_70,0.45604873,2023-01-01,0,41.38137044654792,-73.97424337243064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97424337243064,41.38137044654792]}"
2023_01_01_71,0.4069828,2023-01-01,0,41.38137044654792,-73.96825050714244,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96825050714244,41.38137044654792]}"
2023_01_01_72,-0.04694836,2023-01-01,0,41.38137044654792,-73.96225764185424,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96225764185424,41.38137044654792]}"
2023_01_01_73,-0.04694836,2023-01-01,0,41.38137044654792,-73.95626477656606,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95626477656606,41.38137044654792]}"
2023_01_01_74,0.16241445,2023-01-01,0,41.38137044654792,-73.95027191127785,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95027191127785,41.38137044654792]}"
2023_01_01_75,0.5390419,2023-01-01,0,41.38137044654792,-73.94427904598966,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94427904598966,41.38137044654792]}"
2023_01_01_76,0.5346969,2023-01-01,0,41.38137044654792,-73.93828618070145,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93828618070145,41.38137044654792]}"
2023_01_01_77,0.5346969,2023-01-01,0,41.38137044654792,-73.93229331541328,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93229331541328,41.38137044654792]}"
2023_01_01_78,0.5100514,2023-01-01,0,41.38137044654792,-73.92630045012507,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92630045012507,41.38137044654792]}"
2023_01_01_79,0.51754385,2023-01-01,0,41.38137044654792,-73.92030758483688,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92030758483688,41.38137044654792]}"
2023_01_01_80,0.5099567,2023-01-01,0,41.38137044654792,-73.91431471954868,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91431471954868,41.38137044654792]}"
2023_01_01_81,0.46875,2023-01-01,0,41.38137044654792,-73.90832185426048,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90832185426048,41.38137044654792]}"
2023_01_01_82,0.46875,2023-01-01,0,41.38137044654792,-73.90232898897229,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90232898897229,41.38137044654792]}"
2023_01_01_83,0.4766475,2023-01-01,0,41.37687384358662,-73.99909129265964,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99909129265964,41.37687384358662]}"
2023_01_01_84,0.47841945,2023-01-01,0,41.37687384358662,-73.99309884169831,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99309884169831,41.37687384358662]}"
2023_01_01_85,0.445646,2023-01-01,0,41.37687384358662,-73.98710639073701,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98710639073701,41.37687384358662]}"
2023_01_01_86,0.445646,2023-01-01,0,41.37687384358662,-73.98111393977571,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98111393977571,41.37687384358662]}"
2023_01_01_87,0.45435685,2023-01-01,0,41.37687384358662,-73.97512148881441,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97512148881441,41.37687384358662]}"
2023_01_01_88,0.45104894,2023-01-01,0,41.37687384358662,-73.9691290378531,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9691290378531,41.37687384358662]}"
2023_01_01_89,0.42857143,2023-01-01,0,41.37687384358662,-73.96313658689179,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96313658689179,41.37687384358662]}"
2023_01_01_90,-0.07346586,2023-01-01,0,41.37687384358662,-73.95714413593048,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95714413593048,41.37687384358662]}"
2023_01_01_91,0.45859304,2023-01-01,0,41.37687384358662,-73.95115168496918,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95115168496918,41.37687384358662]}"
2023_01_01_92,0.5458575,2023-01-01,0,41.37687384358662,-73.94515923400787,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94515923400787,41.37687384358662]}"
2023_01_01_93,0.5458575,2023-01-01,0,41.37687384358662,-73.93916678304656,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93916678304656,41.37687384358662]}"
2023_01_01_94,0.5202781,2023-01-01,0,41.37687384358662,-73.93317433208526,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93317433208526,41.37687384358662]}"
2023_01_01_95,0.48860475,2023-01-01,0,41.37687384358662,-73.92718188112396,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92718188112396,41.37687384358662]}"
2023_01_01_96,0.51754385,2023-01-01,0,41.37687384358662,-73.92118943016264,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92118943016264,41.37687384358662]}"
2023_01_01_97,0.5,2023-01-01,0,41.37687384358662,-73.91519697920133,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91519697920133,41.37687384358662]}"
2023_01_01_98,0.48516747,2023-01-01,0,41.37687384358662,-73.90920452824004,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90920452824004,41.37687384358662]}"
2023_01_01_99,0.48516747,2023-01-01,0,41.37687384358662,-73.90321207727872,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90321207727872,41.37687384358662]}"
2023_01_01_100,0.449811,2023-01-01,0,41.37237724062532,-73.99397604957323,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99397604957323,41.37237724062532]}"
2023_01_01_101,0.46546885,2023-01-01,0,41.37237724062532,-73.98798401284462,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98798401284462,41.37237724062532]}"
2023_01_01_102,0.46546885,2023-01-01,0,41.37237724062532,-73.981991976116,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.981991976116,41.37237724062532]}"
2023_01_01_103,0.43400857,2023-01-01,0,41.37237724062532,-73.9759999393874,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9759999393874,41.37237724062532]}"
2023_01_01_104,0.36645964,2023-01-01,0,41.37237724062532,-73.9700079026588,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9700079026588,41.37237724062532]}"
2023_01_01_105,0.36645964,2023-01-01,0,41.37237724062532,-73.9640158659302,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9640158659302,41.37237724062532]}"
2023_01_01_106,0.21147715,2023-01-01,0,41.37237724062532,-73.95802382920158,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95802382920158,41.37237724062532]}"
2023_01_01_107,0.5566625,2023-01-01,0,41.37237724062532,-73.95203179247297,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95203179247297,41.37237724062532]}"
2023_01_01_108,0.53870094,2023-01-01,0,41.37237724062532,-73.94603975574437,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94603975574437,41.37237724062532]}"
2023_01_01_109,0.53870094,2023-01-01,0,41.37237724062532,-73.94004771901577,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94004771901577,41.37237724062532]}"
2023_01_01_110,0.49698377,2023-01-01,0,41.37237724062532,-73.93405568228715,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93405568228715,41.37237724062532]}"
2023_01_01_111,0.5003729,2023-01-01,0,41.37237724062532,-73.92806364555854,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92806364555854,41.37237724062532]}"
2023_01_01_112,0.51391256,2023-01-01,0,41.37237724062532,-73.92207160882994,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92207160882994,41.37237724062532]}"
2023_01_01_113,0.51391256,2023-01-01,0,41.37237724062532,-73.91607957210132,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91607957210132,41.37237724062532]}"
2023_01_01_114,0.5,2023-01-01,0,41.37237724062532,-73.91008753537272,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91008753537272,41.37237724062532]}"
2023_01_01_115,0.47939444,2023-01-01,0,41.37237724062532,-73.90409549864412,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90409549864412,41.37237724062532]}"
2023_01_01_116,0.4566855,2023-01-01,0,41.367880637664015,-73.99485359189826,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99485359189826,41.367880637664015]}"
2023_01_01_117,0.449811,2023-01-01,0,41.367880637664015,-73.9888619693082,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9888619693082,41.367880637664015]}"
2023_01_01_118,0.46809325,2023-01-01,0,41.367880637664015,-73.98287034671812,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98287034671812,41.367880637664015]}"
2023_01_01_119,0.46626034,2023-01-01,0,41.367880637664015,-73.97687872412806,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97687872412806,41.367880637664015]}"
2023_01_01_120,0.46626034,2023-01-01,0,41.367880637664015,-73.97088710153797,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97088710153797,41.367880637664015]}"
2023_01_01_121,0.39614373,2023-01-01,0,41.367880637664015,-73.96489547894791,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96489547894791,41.367880637664015]}"
2023_01_01_122,0.10746064,2023-01-01,0,41.367880637664015,-73.95890385635784,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95890385635784,41.367880637664015]}"
2023_01_01_123,0.26029056,2023-01-01,0,41.367880637664015,-73.95291223376776,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95291223376776,41.367880637664015]}"
2023_01_01_124,0.5566625,2023-01-01,0,41.367880637664015,-73.94692061117769,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94692061117769,41.367880637664015]}"
2023_01_01_125,0.4924829,2023-01-01,0,41.367880637664015,-73.94092898858761,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94092898858761,41.367880637664015]}"
2023_01_01_126,0.5065065,2023-01-01,0,41.367880637664015,-73.93493736599754,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93493736599754,41.367880637664015]}"
2023_01_01_127,0.4909091,2023-01-01,0,41.367880637664015,-73.92894574340748,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92894574340748,41.367880637664015]}"
2023_01_01_128,0.4909091,2023-01-01,0,41.367880637664015,-73.9229541208174,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9229541208174,41.367880637664015]}"
2023_01_01_129,0.50771797,2023-01-01,0,41.367880637664015,-73.91696249822732,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91696249822732,41.367880637664015]}"
2023_01_01_130,0.48692402,2023-01-01,0,41.367880637664015,-73.91097087563725,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91097087563725,41.367880637664015]}"
2023_01_01_131,0.47939444,2023-01-01,0,41.367880637664015,-73.90497925304719,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90497925304719,41.367880637664015]}"
2023_01_01_132,0.4933456,2023-01-01,0,41.36338403470272,-73.99573146865185,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99573146865185,41.36338403470272]}"
2023_01_01_133,0.47463962,2023-01-01,0,41.36338403470272,-73.98974026010617,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98974026010617,41.36338403470272]}"
2023_01_01_134,0.46809325,2023-01-01,0,41.36338403470272,-73.9837490515605,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9837490515605,41.36338403470272]}"
2023_01_01_135,0.45471877,2023-01-01,0,41.36338403470272,-73.97775784301481,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97775784301481,41.36338403470272]}"
2023_01_01_136,0.45471877,2023-01-01,0,41.36338403470272,-73.97176663446913,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97176663446913,41.36338403470272]}"
2023_01_01_137,0.3911765,2023-01-01,0,41.36338403470272,-73.96577542592345,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96577542592345,41.36338403470272]}"
2023_01_01_138,0.0048387097,2023-01-01,0,41.36338403470272,-73.95978421737777,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95978421737777,41.36338403470272]}"
2023_01_01_139,0.0048387097,2023-01-01,0,41.36338403470272,-73.9537930088321,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9537930088321,41.36338403470272]}"
2023_01_01_140,0.4357616,2023-01-01,0,41.36338403470272,-73.94780180028641,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94780180028641,41.36338403470272]}"
2023_01_01_141,0.4924829,2023-01-01,0,41.36338403470272,-73.94181059174073,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94181059174073,41.36338403470272]}"
2023_01_01_142,0.5417331,2023-01-01,0,41.36338403470272,-73.93581938319507,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93581938319507,41.36338403470272]}"
2023_01_01_143,0.5417331,2023-01-01,0,41.36338403470272,-73.92982817464939,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92982817464939,41.36338403470272]}"
2023_01_01_144,0.556276,2023-01-01,0,41.36338403470272,-73.92383696610369,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92383696610369,41.36338403470272]}"
2023_01_01_145,0.5111695,2023-01-01,0,41.36338403470272,-73.91784575755801,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91784575755801,41.36338403470272]}"
2023_01_01_146,0.47207206,2023-01-01,0,41.36338403470272,-73.91185454901233,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91185454901233,41.36338403470272]}"
2023_01_01_147,0.47207206,2023-01-01,0,41.36338403470272,-73.90586334046667,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90586334046667,41.36338403470272]}"
2023_01_01_148,0.48972976,2023-01-01,0,41.35888743174142,-73.99660967981235,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99660967981235,41.35888743174142]}"
2023_01_01_149,0.47807175,2023-01-01,0,41.35888743174142,-73.99061888521695,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99061888521695,41.35888743174142]}"
2023_01_01_150,0.47807175,2023-01-01,0,41.35888743174142,-73.98462809062154,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98462809062154,41.35888743174142]}"
